CustomerID,Recency,Frequency,Monetary,Cluster,PCA1,PCA2,DBSCAN_Cluster
13451,25,443,2149,0,961.6078440285962,337.5146513801324,-1
13452,258,2,2,1,-1194.140735787144,-83.22357936285741,-1
13453,165,17,134,1,-1061.6456576865758,-61.1646379236221,-1
13455,24,46,354,0,-840.7769830010789,-21.888019796206507,-1
13456,17,63,765,0,-429.5078706899229,-12.319582126210086,-1
13458,6,382,5508,0,4318.818796396274,212.9157917638289,-1
13460,28,17,286,0,-909.3385956900654,-49.80700385143337,-1
13461,38,27,1170,0,-25.338749066821947,-58.26297681382701,-1
13462,252,9,62,1,-1134.0012149147026,-76.81306593711622,-1
13464,57,41,403,0,-791.9648455090191,-31.275885303006874,-1
13466,183,17,259,1,-936.7139452681347,-65.50255455383608,-1
13467,10,99,584,0,-609.7545417717826,27.76132068363799,-1
13468,1,302,2589,0,1398.8353779820325,191.19209993697288,-1
13470,98,10,100,0,-1095.6109615320804,-60.44380612271112,-1
13471,0,260,1590,0,399.21226431584046,169.14532415935997,-1
13473,60,21,266,0,-929.3353894562849,-48.78695889772399,-1
13474,235,64,132,1,-1062.9016089559227,-21.720373394520358,-1
13475,190,86,1012,1,-182.53220465934066,-12.408633611137638,-1
13476,178,58,417,1,-777.9334738395543,-27.313779468850306,-1
13477,37,79,1021,0,-173.2946508657053,-3.5293025216979075,-1
13479,200,15,134,1,-1061.7705477846166,-66.81709407839949,-1
13481,45,109,1142,0,-51.75323708383712,23.087470783155155,-1
13482,231,11,116,1,-1079.921106133575,-73.68612376086868,-1
13483,65,10,160,0,-1035.5415055993217,-58.167092942985185,-1
13484,240,8,44,1,-1151.987762389729,-76.19788004835044,-1
13485,232,23,277,1,-918.7208432853362,-65.01937355943998,-1
13486,77,69,669,0,-525.519801829808,-10.750153039594394,-1
13487,57,34,265,0,-930.0746004670955,-35.527229281388394,-1
13488,16,422,4518,0,3329.7642420767897,271.07445651136186,-1
13489,104,14,560,0,-635.6364422577931,-66.12411271031091,-1
13491,51,86,903,0,-291.16992355411867,4.281604823824907,-1
13492,135,50,408,0,-786.9820002916624,-30.590333715234003,-1
13493,274,8,380,1,-816.1360040042547,-86.35246971680422,-1
13494,311,18,162,1,-1033.9900327597647,-76.0033587947029,-1
13495,7,48,829,0,-365.787844306043,-27.443728887723424,-1
13496,10,35,341,0,-853.9543766989835,-31.1047397233068,-1
13497,282,19,163,1,-1032.8995458180998,-71.99292951478938,-1
13499,17,42,1365,0,169.96741210742994,-44.97770576622734,-1
13500,22,65,609,0,-585.4511184687035,-7.792194483915324,-1
13501,287,52,560,1,-635.3455286701632,-47.49685887160314,-1
13502,16,18,264,0,-931.2854135845314,-47.124676589542915,-1
13503,70,17,248,0,-947.4343888856935,-53.457689434977,-1
13504,63,22,178,0,-1017.3063134012423,-46.3793127148128,-1
13505,72,215,2486,0,1293.9862157716732,99.27641652456845,-1
13506,315,26,324,1,-871.8752453561538,-71.64752910223285,-1
13507,2,162,1597,0,404.29703495866966,71.35596930557986,-1
13508,243,12,24,1,-1171.913355743237,-72.14208865600921,-1
13509,8,44,1106,0,-88.92160941943484,-36.962969339151485,-1
13510,0,115,1386,0,192.42709009033592,28.974439797373677,-1
13512,260,15,143,1,-1052.91959376731,-73.2746123148592,-1
13513,126,10,109,0,-1086.6814415421268,-63.55153518550809,-1
13514,73,4,40,0,-1155.654892335791,-62.61489916342464,-1
13515,72,59,681,0,-513.7046317691795,-20.405421092751176,-1
13516,20,44,985,0,-209.92774845233464,-35.84399718628725,-1
13517,59,141,1369,0,175.79197224340874,48.98407899744589,-1
13518,85,38,392,0,-803.0899082917415,-36.9739650997249,-1
13519,77,8,23,0,-1172.5835191372707,-58.72267652804104,-1
13520,58,93,1649,0,454.8054508019004,-4.134420889751837,-1
13521,0,436,736,0,-451.19477019951034,360.9076644379675,-1
13522,29,5,44,0,-1151.5281558557742,-57.0931440536374,-1
13523,32,172,1752,0,559.3882953513921,75.1161245128543,-1
13524,40,27,324,0,-871.1805897459884,-41.86596626802678,-1
13525,14,6,394,0,-801.5393125948128,-61.39886687152143,-1
13527,33,223,1692,0,500.3908488104644,126.8991187819272,-1
13529,78,15,74,0,-1121.4594497873659,-52.86826594819652,-1
13531,204,22,174,1,-1021.6517237031163,-61.06080413422333,-1
13532,33,66,129,0,-1065.3661244268028,1.4726828555901506,-1
13533,182,76,204,1,-990.5516109428171,-5.653847885875358,-1
13534,1,296,2961,0,1770.6467978811495,177.92413438391625,-1
13536,0,179,2136,0,943.5291988533279,77.8884543518821,-1
13538,42,25,175,0,-1020.1957383721785,-41.13918935519028,-1
13539,85,37,320,0,-875.0955093026303,-36.554968936030264,-1
13544,39,87,127,0,-1066.971405101812,21.76441053292841,-1
13546,11,98,359,0,-834.7331066416558,31.078916044970782,-1
13548,95,124,441,0,-752.448686778494,46.52823355885624,-1
13549,25,51,458,0,-736.7020881667369,-19.062585395737926,-1
13551,318,4,12,1,-1184.2510159581548,-87.71210263499357,-1
13552,65,109,1417,0,223.14465189497946,15.595800065552822,-1
13555,73,136,2660,0,1466.411358092482,17.205582866302734,-1
13557,27,34,546,0,-649.0551086786712,-37.90263010570406,-1
13558,5,175,344,0,-848.2155794450107,108.56347421566102,-1
13560,6,33,64,0,-1130.9301217220307,-27.237329275099157,-1
13561,215,14,83,1,-1112.8170244244707,-68.38052650682408,-1
13562,81,82,757,0,-437.2933542331599,0.029804118342063646,-1
13563,83,49,209,0,-985.8354518675035,-22.235011360788263,-1
13564,143,83,661,0,-533.4075921599808,-3.5816892336055943,-1
13565,18,38,172,0,-1022.8830049558883,-25.641902030118047,-1
13566,40,176,575,0,-617.3265578170189,101.35959034339626,-1
13568,172,44,70,1,-1125.1245671177708,-33.794702950575285,-1
13569,16,85,164,0,-1029.9610262641258,21.457163830286248,-1
13570,242,27,161,1,-1034.6451185829071,-59.81193749985543,-1
13571,12,341,1759,0,569.7280485890847,245.11108656815026,-1
13572,205,33,534,1,-661.5092981389432,-57.29459312612218,-1
13573,49,26,303,0,-892.2181178792378,-43.3901916791965,-1
13575,22,46,449,0,-745.7903842364667,-23.54343974007439,-1
13576,9,126,2646,0,1452.376395763343,14.236849927852603,-1
13577,24,83,791,0,-403.14048294002214,6.323532627122901,-1
13579,14,23,176,0,-1019.1661444653461,-40.21637735607938,-1
13581,308,10,30,1,-1166.113057963288,-81.05274785165679,-1
13583,155,53,725,1,-470.0337691232322,-35.92349789764031,-1
13584,306,24,37,1,-1158.836786908219,-67.0604212780381,-1
13587,63,8,180,0,-1015.5794088670007,-60.338941000919625,-1
13588,15,174,2606,0,1413.3043803654907,62.12091763421043,-1
13589,14,21,114,0,-1081.1931522967195,-40.98798613302892,-1
13590,10,87,1848,0,653.7680660631602,-8.981836937794682,-1
13591,64,58,485,0,-709.666689818737,-16.714946697372397,-1
13592,35,16,84,0,-1111.3363250166478,-47.568967440647626,-1
13593,107,128,731,0,-462.45613048223277,43.556819400433696,-1
13594,52,26,359,0,-836.2362776506047,-44.80347419280023,-1
13596,5,166,406,0,-786.4028437236573,98.39764963914985,-1
13598,46,40,58,0,-1136.8908176860825,-24.346605190323018,-1
13599,0,247,3294,0,2102.6305812068076,122.77097044038447,-1
13600,311,19,324,1,-872.0017795886765,-78.18899031681819,-1
13601,44,99,548,0,-645.8310789817999,24.908823829989586,-1
13602,64,23,267,0,-928.3064443911833,-47.236687580108295,-1
13603,25,27,164,0,-1031.1129213422205,-37.15506751123566,-1
13606,28,43,279,0,-915.83078506268,-23.81748368002279,-1
13607,39,98,290,0,-903.7885518572084,29.502270959471716,-1
13610,11,226,516,0,-675.2700207950946,155.26907055797585,-1
13611,88,74,766,0,-428.4681095854893,-8.83412278357379,-1
13614,23,201,570,0,-621.7968738069449,128.09511532675285,-1
13615,318,23,189,1,-1006.915027004576,-72.2945551687584,-1
13617,39,44,300,0,-894.8423606623351,-24.386876502392298,-1
13618,173,13,246,1,-949.7648047335167,-68.17781326635102,-1
13621,116,19,343,0,-852.5266805145937,-58.14916889325522,-1
13623,30,81,294,0,-900.0983739988983,13.462575945811423,-1
13626,252,19,209,1,-986.8347568924189,-69.75544912545112,-1
13627,58,92,1269,0,74.85921795388435,2.330394056093489,-1
13629,22,59,4372,0,3176.706673377488,-87.62305448591019,-1
13630,4,71,1391,0,196.55921713479688,-15.292163671978187,-1
13631,99,11,467,0,-728.6646780716271,-66.75812131735042,-1
13632,24,146,1037,0,-155.96070555687697,64.13639306574511,-1
13634,32,188,704,0,-488.0980301681552,111.59660576624495,-1
13635,67,62,677,0,-517.6331469726639,-16.820563038199808,-1
13636,36,63,592,0,-602.5211728330103,-10.912653703552635,-1
13637,51,101,409,0,-784.7825139480555,28.893151859006522,-1
13638,15,8,93,0,-1102.4447903295563,-53.60650972728555,-1
13639,73,40,800,0,-395.10013102696917,-41.73791687169124,-1
13642,215,66,173,1,-1021.821449562358,-18.442931467066785,-1
13643,30,28,273,0,-922.1267281542536,-38.82375165844359,-1
13644,15,146,2067,0,873.8628547341029,44.86036105780137,-1
13645,119,5,158,0,-1037.771096584258,-68.75216422523002,-1
13647,9,79,895,0,-299.20161866391845,1.8750525070459076,-1
13649,256,23,139,1,-1056.7531677437942,-64.82287455677536,-1
13650,16,96,922,0,-271.8928615159806,17.515601609493004,-1
13651,34,6,33,0,-1162.51883221474,-56.4063143896178,-1
13652,45,63,578,0,-616.5405709599594,-11.57997196400207,-1
13654,42,166,2182,0,989.1639836650745,59.662851500934735,-1
13655,113,56,605,0,-589.8490829828784,-26.188449426854774,-1
13656,164,49,490,1,-705.0884857966989,-36.22999338124656,-1
13657,10,16,209,0,-986.2990395724623,-47.40560486875229,-1
13658,9,108,1019,0,-174.6606209329442,28.276073136992068,-1
13659,205,104,894,1,-300.1956604243792,6.235026176168944,-1
13662,85,53,543,0,-651.8268248709146,-25.0233047998913,-1
13663,178,13,91,1,-1104.747203831531,-65.65867915190026,-1
13666,59,12,41,0,-1154.4648782147005,-53.21449869737235,-1
13667,148,87,154,1,-1040.2442247980814,9.82420055261349,-1
13668,2,470,3742,0,2554.883197190654,335.4992938267878,-1
13669,50,9,237,0,-958.5389991230907,-59.10264608641033,-1
13670,74,25,282,0,-913.2949289988106,-46.58931167719758,-1
13672,300,6,57,1,-1139.1765379529827,-84.72253965793485,-1
13673,18,65,119,0,-1075.346848372098,2.2448772253049754,-1
13675,150,25,330,1,-865.4907753650745,-55.4872664891376,-1
13678,151,16,924,1,-271.7830398389643,-76.20054987376784,-1
13680,0,195,1936,0,743.8794181321052,97.72330467259815,-1
13681,17,57,360,0,-834.5466811071956,-10.335595751568441,-1
13682,186,3,10,1,-1185.9460250961633,-74.84927585315619,-1
13684,285,30,39,1,-1156.668737799846,-58.93550795809109,-1
13685,2,39,5056,0,3860.2343478733274,-118.84210743720561,-1
13686,182,8,70,1,-1125.8503731624705,-70.6367484968527,-1
13689,62,6,512,0,-683.6799064992997,-68.73980587972262,-1
13690,58,9,67,0,-1128.5258724744072,-56.60311548058701,-1
13692,24,53,1226,0,31.19129068573625,-32.044568629833435,-1
13694,3,568,63312,2,62115.307369301336,-736.4791134836553,-1
13695,30,90,1603,0,408.82462485345513,-3.28334477095202,-1
13697,38,12,177,0,-1018.4395338086271,-53.685781871547384,-1
13699,154,14,66,1,-1129.6639812249275,-61.66129310460558,-1
13700,25,197,2304,0,1111.7860636420266,89.87133043899345,-1
13703,317,1,10,1,-1186.3066131121457,-90.5510995289218,-1
13704,4,134,1531,0,337.75942641815163,44.60140063322834,-1
13705,7,28,363,0,-832.0876067012139,-38.18272604829415,-1
13706,302,20,189,1,-1006.9341818664398,-73.60259695105267,-1
13707,266,48,351,1,-844.3316013424378,-45.17328833066653,-1
13708,270,51,306,1,-889.2743103209311,-41.725757929038394,-1
13709,3,336,3516,0,2326.3140804715867,206.59300610531028,-1
13710,31,8,176,0,-1019.5000718792513,-56.910634700215965,-1
13711,218,13,140,1,-1055.8548562323422,-70.80775042522993,-1
13712,246,10,352,1,-844.0229031070146,-80.88316005447913,-1
13715,280,105,563,1,-631.2965186403313,5.875562186074731,-1
13716,268,21,138,1,-1057.8213957952196,-68.04804046122243,-1
13717,31,102,1959,0,764.9873007154597,1.5556954872319153,-1
13718,245,12,173,1,-1022.9469864290859,-75.27621346163733,-1
13719,14,60,609,0,-585.5288733891872,-11.926307805709051,-1
13720,116,43,501,0,-694.089632825634,-37.387104458366274,-1
13721,35,28,316,0,-879.1472924998287,-40.19121533251826,-1
13722,131,85,1401,0,206.51819085130546,-14.862562549968118,-1
13723,216,6,43,1,-1152.967603721926,-75.65453313242693,-1
13725,49,104,806,0,-387.7956889754752,24.292625192675004,-1
13726,38,42,1054,0,-141.02420038792047,-41.07129828401213,-1
13727,28,20,162,0,-1033.2562563737088,-44.39003654403926,-1
13728,36,63,458,0,-736.4953438270852,-8.282329947681887,-1
13730,135,43,488,0,-707.1337755728109,-39.12086111734554,-1
13731,218,38,278,1,-917.3944741851421,-48.65878823209451,-1
13732,27,33,498,0,-697.0653357801734,-37.95473670425493,-1
13735,24,196,1130,0,-62.004667521549436,112.02647601413796,-1
13736,4,191,497,0,-694.9309470623607,121.57386898669301,-1
13737,199,30,125,1,-1070.474168573055,-51.62106778525221,-1
13739,17,3,54,0,-1141.5395797192452,-58.021890177199936,-1
13740,240,23,425,1,-770.7690123372809,-68.76195455336963,-1
13741,71,34,218,0,-977.0999136526773,-36.07018580213506,-1
13742,16,321,1124,0,-65.54895916459736,237.27071437835048,-1
13743,2,41,1776,0,580.9055388226238,-52.46943901756913,-1
13744,94,72,1249,0,54.385100655585575,-20.931775589910174,-1
13745,161,25,496,1,-699.5497795449148,-59.89721728978226,-1
13747,373,1,8,1,-1188.443718056727,-96.37397201931114,-1
13748,95,28,439,0,-756.3183124129359,-48.886471689644125,-1
13750,53,24,516,0,-679.3079537454712,-49.97857658691699,-1
13751,287,9,152,1,-1044.1044942870858,-82.2435332042305,-1
13752,123,76,876,0,-318.5362854679255,-12.668551439808901,-1
13753,287,35,512,1,-683.6674242953309,-63.45795943882414,-1
13754,151,12,214,1,-981.7241017892329,-66.24100831617243,-1
13755,3,342,1264,0,74.86503767052318,256.76402136759845,-1
13756,1,142,3188,0,1994.6032332338166,20.344220475894048,-1
13758,11,117,1844,0,650.35076037349,20.82136296882578,-1
13759,32,25,287,0,-908.1927749285892,-42.29085979556638,-1
13760,53,57,197,0,-997.6036489610074,-10.904535645021625,-1
13761,49,70,642,0,-552.4263729690725,-6.294784782071417,-1
13762,218,7,272,1,-923.9971754270907,-79.36468835583152,-1
13763,62,15,728,0,-467.54622777025884,-64.03092163255523,-1
13764,70,208,932,0,-259.84568946691945,123.02949734202579,-1
13767,1,368,7322,0,6132.208707022426,163.91130948657107,-1
13769,1,135,1163,0,-30.142795349777543,53.13333117906558,-1
13771,63,119,1477,0,283.33278986902724,24.570526213711815,-1
13772,33,177,546,0,-646.2843023682819,103.65591801922355,-1
13774,81,22,192,0,-1003.353205313714,-48.538379069641294,-1
13777,0,197,12897,0,11702.805602563649,-115.4446284551935,-1
13778,102,9,70,0,-1125.6344789481236,-61.26796343965396,-1
13780,6,57,318,0,-876.5115783955246,-8.359675889192232,-1
13781,250,17,30,1,-1165.8343021587614,-68.0210701130999,-1
13782,12,115,371,0,-822.4067270672131,47.64198984388308,-1
13784,9,31,2493,0,1297.5553552317394,-77.21952165181123,-1
13786,366,7,136,1,-1060.3343285371075,-92.1878809646305,-1
13787,75,31,337,0,-858.1911099467371,-41.80773034743586,-1
13790,3,45,748,0,-446.820848351829,-28.41796978756264,-1
13791,127,11,1200,0,4.1252881848208744,-84.07745037455354,-1
13792,65,13,92,0,-1103.4699604943962,-53.849365414163934,-1
13798,0,349,23948,0,22754.63633156475,-181.23237848512323,-1
13799,116,39,402,0,-793.1484673327699,-39.42105405627109,-1
13800,309,33,331,1,-864.7255085336076,-64.19666374319951,-1
13801,66,23,168,0,-1027.2922721406933,-45.5027505091995,-1
13802,138,60,2572,0,1376.7883078053803,-63.43902094898266,-1
13803,254,17,121,1,-1074.8616634989182,-70.22605839998862,-1
13804,30,137,1498,0,304.7603902881565,45.5103995968406,-1
13805,51,13,1900,0,704.2159132924237,-87.8735740731814,-1
13806,63,10,56,0,-1139.516548833373,-55.9162858165674,-1
13807,366,7,36,1,-1160.3150531595516,-90.22495278860754,-1
13808,5,76,782,0,-412.2284545888866,1.5289486235340348,-1
13809,304,12,29,1,-1167.0640858974732,-78.62577067710495,-1
13810,28,35,312,0,-882.9929801991063,-32.41974696244543,-1
13811,183,13,68,1,-1127.755046427919,-65.73061022979978,-1
13812,41,36,333,0,-862.0094661720518,-33.19850160816886,-1
13813,39,69,552,0,-642.4039525455489,-4.475652429923031,-1
13814,91,57,864,0,-330.8255128218244,-27.97514122281919,-1
13815,21,176,2560,0,1367.337474484753,64.384403371203,-1
13816,23,28,269,0,-926.1087708326347,-38.01246814966395,-1
13817,28,24,211,0,-984.1877841777947,-41.374622858122976,-1
13819,301,36,1109,1,-86.79739162964438,-75.64786129011671,-1
13821,144,59,153,1,-1041.7796312141397,-17.578185964091176,-1
13822,5,96,611,0,-582.8059080386838,24.771798265370947,-1
13823,18,40,439,0,-755.8955116485047,-28.894296014015552,-1
13824,32,46,768,0,-426.8764245573226,-30.851989738357204,-1
13826,175,10,82,1,-1113.7965413358024,-68.15090925015296,-1
13827,57,93,141,0,-1052.9014213179094,25.571216916351204,-1
13828,21,15,311,0,-884.3651867933961,-51.55359375978415,-1
13831,15,74,745,0,-449.2848331311012,-0.7802013141908475,-1
13832,18,3,28,0,-1167.537023307726,-57.61620976311093,-1
13833,158,29,118,1,-1077.391635926901,-48.186057557217104,-1
13835,24,55,442,0,-752.6186317887664,-14.666587483729757,-1
13837,211,19,183,1,-1012.7290826418002,-64.95317042092977,-1
13838,5,174,263,0,-929.2194456719194,109.15913391519774,-1
13841,252,1,100,1,-1096.1643738200066,-85.51347562834002,-1
13842,58,206,1768,0,575.9836720509966,105.88696448451373,-1
13844,10,20,196,0,-999.2186166424638,-43.17317571370178,-1
13845,64,9,182,0,-1013.562770278468,-59.48856835307516,-1
13846,24,55,388,0,-806.608223084886,-13.60660626867736,-1
13848,91,5,3700,0,2503.614914768774,-135.34801469300797,-1
13849,51,101,1016,0,-177.8995154898205,16.978177830547224,-1
13850,128,93,944,0,-250.23052085149504,2.3765589338227215,-1
13851,95,81,1705,0,510.4700632918468,-21.038599876874827,-1
13853,56,23,312,0,-883.2954768179217,-47.28255796590294,-1
13854,8,110,2296,0,1102.1346462477688,5.30278548693974,-1
13856,168,14,494,1,-701.7808524539004,-71.52815846146125,-1
13858,56,11,75,0,-1120.483545565863,-54.562163665231154,-1
13859,325,28,129,1,-1066.8232516709136,-66.87800402967395,-1
13860,0,76,591,0,-603.1793626845284,5.801545998122663,-1
13862,17,139,1688,0,494.7946430626462,45.130312160281264,-1
13863,247,20,224,1,-971.8058929830971,-68.53217167042787,-1
13865,57,30,204,0,-991.1407596177027,-38.307091586181926,-1
13866,73,7,57,0,-1138.599731301788,-59.96566058422289,-1
13867,30,61,513,0,-681.5301727303279,-10.722479220516512,-1
13868,6,33,1964,0,768.7036461044049,-64.53296461953519,-1
13869,122,307,1721,0,530.8030070887924,200.5354868071493,-1
13870,1,115,1325,0,131.43639288399982,30.067145073070733,-1
13871,22,336,2806,0,1616.4042871059753,218.54085883321096,-1
13873,119,23,140,0,-1055.4169999271744,-50.501218938791986,-1
13874,357,18,180,1,-1016.1064409134051,-81.17200780352722,-1
13875,53,104,1316,0,122.09618585240833,13.862967848250122,-1
13876,63,7,36,0,-1159.571131606049,-58.50663655048846,-1
13877,85,3,108,0,-1087.7169411150007,-66.20017338628566,-1
13878,54,36,475,0,-720.0687546345694,-37.346711469921935,-1
13880,20,165,1842,0,649.2640547722306,67.645475233264,-1
13881,3,178,10118,0,8923.963793374141,-80.10082751634242,-1
13882,2,65,953,0,-241.46832203459178,-12.45104917589505,-1
13883,10,142,1436,0,242.91884116879123,53.79259391472348,-1
13884,6,59,300,0,-894.4691502621064,-6.017724571424338,-1
13885,188,28,182,1,-1013.4971070506227,-53.57707106322249,-1
13886,70,16,126,0,-1069.4303522078042,-52.05722918327089,-1
13887,203,19,147,1,-1048.7025020127182,-63.40906898414582,-1
13888,119,40,258,0,-937.1085970662957,-35.914168094787044,-1
13889,92,15,146,0,-1049.5077006722395,-55.747106998410494,-1
13890,0,110,831,0,-362.56332797787366,34.897130559091636,-1
13892,26,27,983,0,-212.27324187104955,-53.33613018454057,-1
13893,297,21,190,1,-1005.9026194042601,-72.10450955138623,-1
13894,23,27,354,0,-841.1446341862865,-40.67526922232534,-1
13895,27,118,1365,0,171.42328572838892,29.543206468186227,-1
13897,49,17,200,0,-995.373577784917,-50.317184765269815,-1
13898,325,12,133,1,-1063.1356912096812,-82.865515125385,-1
13899,15,19,156,0,-1039.2426617073966,-43.905721124719285,-1
13900,182,43,430,1,-765.2379896261539,-42.90236562406939,-1
13901,71,149,1739,0,545.8470253685416,48.41957079037252,-1
13904,36,26,332,0,-863.191790312341,-42.598588998442665,-1
13908,79,122,1478,0,284.3517519771153,25.858938714245866,-1
13911,56,148,2731,0,1537.6731621401348,29.52322483633739,-1
13914,11,33,380,0,-815.0033078483339,-33.96358686971648,-1
13917,49,18,228,0,-967.3594956079035,-49.872492531514354,-1
13918,49,30,1140,0,-55.301535658465355,-55.84265202034104,-1
13919,58,28,474,0,-721.2342168892073,-45.700302819204616,-1
13922,351,7,93,1,-1103.2892123250801,-89.77360817378622,-1
13923,53,20,185,0,-1010.3220693766771,-47.45853281644856,-1
13924,1,117,1575,0,381.427163005568,27.148448879097117,-1
13925,92,41,331,0,-864.0368987697616,-33.526408924963974,-1
13926,22,11,104,0,-1091.4056590794166,-51.572261839261145,-1
13927,74,21,214,0,-981.3597388729889,-49.231769009669506,-1
13928,10,27,129,0,-1066.0693471603975,-34.897828974473214,-1
13929,168,9,143,1,-1052.8105922923241,-69.60984117883012,-1
13930,57,17,274,0,-921.4074830574701,-52.60719890894248,-1
13931,95,58,725,0,-469.78906151087335,-24.671082581813252,-1
13932,294,16,72,1,-1123.9699053124539,-74.44577218385768,-1
13933,108,23,205,0,-990.4025218694883,-50.62563222476034,-1
13934,263,31,390,1,-805.6629009861437,-62.52809367599662,-1
13936,179,26,330,1,-865.5424964950569,-57.52870080472758,-1
13937,168,9,123,1,-1072.806737216813,-69.21725554362553,-1
13938,34,7,70,0,-1125.5064848217066,-56.138285691704404,-1
13939,22,45,847,0,-347.8865795218687,-32.35020600368761,-1
13940,16,49,516,0,-678.7301297713706,-21.24757977882235,-1
13941,21,45,2364,0,1168.8234681872516,-62.02314552227878,-1
13946,78,11,443,0,-752.6084930614641,-64.08871940988874,-1
13947,64,5,44,0,-1151.614087388357,-60.756975962331026,-1
13948,360,3,40,1,-1156.3790101856987,-93.65263293775422,-1
13949,2,160,2474,0,1281.089031332045,52.152464955774846,-1
13950,10,35,323,0,-871.9509071310234,-30.751412651622665,-1
13951,175,39,459,1,-736.3043103100449,-46.71609690554485,-1
13952,217,137,1431,1,237.31418488846248,27.25023099118434,-1
13953,6,20,2724,0,1528.303922559501,-92.37727635685408,-1
13954,1,25,150,0,-1045.0902568753354,-36.35653993242916,-1
13955,153,33,154,1,-1041.3083819986787,-44.39205865003302,-1
13956,4,152,491,0,-701.689482566142,82.91347187862092,-1
13959,78,92,357,0,-837.0140943357092,18.138680787883573,-1
13960,20,12,142,0,-1053.3885940668683,-51.11450059975406,-1
13962,21,11,87,0,-1108.3999270785869,-51.133883137660284,-1
13963,307,35,460,1,-735.7065048319063,-64.53085502083142,-1
13967,145,2,42,1,-1153.8710098472561,-72.17980761377004,-1
13969,6,626,4542,0,3357.757941529364,474.4898359664301,-1
13971,18,149,1844,0,650.9569111143044,51.90658452442733,-1
13972,70,15,187,0,-1008.4615894708425,-54.24892749368677,-1
13973,286,11,109,1,-1087.0547921226332,-79.3061689307799,-1
13974,48,28,249,0,-946.166295423254,-40.23690530638338,-1
13975,30,338,1732,0,542.6306217332235,240.77388439636553,-1
13976,206,10,154,1,-1041.8865303936448,-72.80932579887526,-1
13978,14,15,315,0,-880.3487715019817,-50.89934450508635,-1
13979,72,54,639,0,-555.7939325242514,-24.552551874030954,-1
13980,59,11,172,0,-1023.509608242028,-56.7802467310043,-1
13982,38,111,1136,0,-57.69593568920891,25.926637101539015,-1
13983,29,107,1183,0,-10.760815567769669,21.96894057173334,-1
13984,26,16,679,0,-516.4289168332992,-58.306261882891526,-1
13985,3,351,3447,0,2257.619569723037,222.86210839239436,-1
13986,16,13,430,0,-765.4148071249199,-55.354697976950426,-1
13988,19,234,3044,0,1852.3788904289602,112.76329595903508,-1
13989,65,41,1313,0,117.84010706205913,-49.9759789982314,-1
13990,212,16,190,1,-1005.7913249530617,-68.17819267405399,-1
13991,11,84,998,0,-196.12898626244612,4.6154352775977685,-1
13992,29,5,64,0,-1131.5320109312854,-57.48572968884199,-1
13993,42,121,900,0,-293.4654737174666,40.083545180664174,-1
13994,3,155,940,0,-252.7151359765361,77.18754164908052,-1
13995,14,86,879,0,-315.07445555763195,8.625901318117968,-1
13999,9,208,2243,0,1051.0513767186796,103.68104456665955,-1
14000,210,15,710,1,-485.9061258257916,-79.17036948906129,-1
14001,45,39,962,0,-233.08209119527282,-42.981107112935405,-1
14002,133,47,877,0,-318.125929287297,-42.570041406553365,-1
14004,42,171,2668,0,1475.1677017437976,55.094581180672634,-1
14005,9,84,2478,0,1283.590648523015,-24.22653990418796,-1
14006,115,30,641,0,-554.3673938430454,-52.95658059266593,-1
14009,197,42,365,1,-830.28176771315,-44.190988107850764,-1
14012,277,11,160,1,-1036.0425258853797,-79.36513409545897,-1
14013,109,34,462,0,-733.2402426664324,-44.83760519535555,-1
14014,76,39,1076,0,-119.1801759116886,-48.46395349558734,-1
14015,52,20,378,0,-817.356815668715,-51.142303284495895,-1
14016,161,161,2125,1,931.7854070058545,43.353131456500094,-1
14019,46,66,1037,0,-157.57306228139942,-17.711556834498715,-1
14020,16,39,441,0,-753.9104660654946,-29.718504877223978,-1
14021,154,22,192,1,-1003.5324339388153,-56.18008562205943,-1
14022,224,28,487,1,-708.6442836713966,-63.33251482046307,-1
14023,6,31,345,0,-850.0232440984212,-34.74178169580741,-1
14024,121,16,150,0,-1045.560192817324,-57.86705844104139,-1
14027,60,6,62,0,-1133.588256927007,-59.69726726426543,-1
14029,62,15,198,0,-997.4440682692118,-53.62740229963361,-1
14030,17,243,1479,0,287.86077400556405,152.6412928445251,-1
14031,6,250,5788,0,4596.193560018876,76.17039262943601,-1
14032,1,143,2032,0,838.8455358810934,44.029982313761224,-1
14034,21,89,423,0,-770.9453082943057,19.82702378816954,-1
14035,28,66,739,0,-455.4714282966686,-9.97777445976503,-1
14036,284,38,268,1,-927.5545889659713,-55.37143558517161,-1
14037,175,28,46,1,-1149.4389751107585,-49.54663689203079,-1
14038,77,92,965,0,-229.12883344460465,6.308758389341008,-1
14039,32,6,92,0,-1103.5252943142077,-57.35508019011741,-1
14040,40,235,1554,0,362.63401391772436,140.80693875960273,-1
14041,265,21,94,1,-1101.8055490691593,-66.87030932874146,-1
14044,26,209,308,0,-883.597903615851,140.87844139723714,-1
14045,108,6,535,0,-660.7972784218177,-74.00660129734808,-1
14046,283,14,460,1,-736.0566452897319,-82.89906772446392,-1
14047,8,32,381,0,-814.0156143249028,-34.66348553948771,-1
14048,304,85,288,1,-906.6920214861195,-11.124969670946882,-1
14049,16,488,3870,0,2683.174779183473,349.41883121275487,-1
14050,31,54,689,0,-505.70290756057534,-21.242098583287046,-1
14051,0,210,3756,0,2563.8207955015223,76.91269371460876,-1
